time, inclination mouse, inclination filtered, inclination sensor, orientation mouse, orientation filtered, orientation sensor
42.88, 21.9239, 22.4078, 22.6440, 180.0000, 177.7090, 173.4471
42.89, 21.9239, 22.4051, 22.6073, 180.0000, 177.7183, 173.4533
42.89, 21.7825, 22.4025, 22.5806, 180.0000, 177.7275, 173.4579
42.90, 21.7825, 22.3991, 22.5702, 180.0000, 177.7367, 173.4597
42.90, 21.7825, 22.3957, 22.5894, 180.0000, 177.7459, 173.4760
42.91, 21.4995, 22.3924, 22.6836, 180.0000, 177.7550, 173.4078
42.91, 21.4995, 22.3877, 22.7141, 180.0000, 177.7641, 173.3755
42.92, 21.4995, 22.3830, 22.7401, 180.0000, 177.7731, 173.3481
42.92, 21.4995, 22.3783, 22.7623, 180.0000, 177.7821, 173.3247
42.93, 21.4995, 22.3737, 22.7042, 180.0000, 177.7910, 173.1720
42.93, 21.4995, 22.3690, 22.6740, 180.0000, 177.7999, 173.1199
42.94, 21.9239, 22.3644, 22.6231, 180.0000, 177.8087, 173.0652
42.94, 21.9239, 22.3620, 22.5428, 180.0000, 177.8175, 172.9789
42.95, 21.9239, 22.3595, 22.4845, 180.0000, 177.8263, 172.9162
42.96, 21.9239, 22.3571, 22.4617, 180.0000, 177.8350, 172.8916
42.96, 21.9239, 22.3547, 22.4806, 180.0000, 177.8436, 172.8278
42.97, 21.7825, 22.3522, 22.5607, 180.0000, 177.8523, 172.7204
42.97, 21.7825, 22.3491, 22.5857, 180.0000, 177.8608, 172.6996
42.98, 21.4995, 22.3460, 22.6071, 180.0000, 177.8694, 172.6819
42.98, 21.4995, 22.3415, 22.6253, 180.0000, 177.8779, 172.6669
42.99, 20.9336, 22.3371, 22.5912, 180.0000, 177.8863, 172.7817
42.99, 20.9336, 22.3298, 22.5718, 180.0000, 177.8947, 172.8317
43.00, 20.9336, 22.3226, 22.5553, 180.0000, 177.9031, 172.8743
43.00, 20.9336, 22.3154, 22.4771, 180.0000, 177.9114, 172.9718
43.01, 20.9336, 22.3082, 22.4204, 180.0000, 177.9197, 173.0425
43.02, 20.6507, 22.3011, 22.3982, 180.0000, 177.9280, 173.0702
43.02, 20.6507, 22.2926, 22.4250, 180.0000, 177.9362, 173.0554
43.03, 20.6507, 22.2841, 22.5374, 180.0000, 177.9443, 173.0554
43.03, 20.6507, 22.2757, 22.5969, 180.0000, 177.9524, 173.0753
43.04, 20.6507, 22.2673, 22.6477, 180.0000, 177.9605, 173.0923
43.04, 20.9336, 22.2590, 22.6909, 180.0000, 177.9685, 173.1067
43.05, 20.9336, 22.2521, 22.7962, 180.0000, 177.9765, 173.2553
43.05, 20.9336, 22.2453, 22.8279, 180.0000, 177.9845, 173.3625
43.06, 20.9336, 22.2385, 22.8548, 180.0000, 177.9924, 173.4538
43.07, 20.9336, 22.2317, 22.8562, 180.0000, 178.0003, 173.7075
43.07, 20.9336, 22.2250, 22.8573, 180.0000, 178.0081, 173.8917
43.08, 20.5092, 22.2183, 22.8577, 180.0000, 178.0159, 173.9639
43.08, 20.5092, 22.2095, 22.8225, 180.0000, 178.0237, 174.0861
43.09, 20.5092, 22.2007, 22.7453, 180.0000, 178.0314, 174.3545
43.09, 20.0848, 22.1920, 22.7268, 180.0000, 178.0391, 174.4189
43.10, 20.0848, 22.1812, 22.7110, 180.0000, 178.0467, 174.4738
43.10, 19.6604, 22.1705, 22.7227, 180.0000, 178.0543, 174.4644
43.11, 19.6604, 22.1577, 22.7454, 180.0000, 178.0619, 174.3919
43.11, 19.6604, 22.1450, 22.7490, 180.0000, 178.0694, 174.3428
43.12, 19.6604, 22.1323, 22.7521, 180.0000, 178.0769, 174.3010
43.13, 19.5189, 22.1198, 22.7570, 180.0000, 178.0844, 174.2350
43.13, 19.5189, 22.1065, 22.7591, 180.0000, 178.0918, 174.1708
43.14, 19.5189, 22.0933, 22.7592, 180.0000, 178.0992, 174.1381
43.14, 19.0945, 22.0802, 22.7712, 180.0000, 178.1065, 174.2493
43.15, 19.0945, 22.0651, 22.7900, 180.0000, 178.1138, 174.4248
43.15, 18.2457, 22.0500, 22.8037, 180.0000, 178.1211, 174.5522
43.16, 18.2457, 22.0308, 22.8091, 180.0000, 178.1284, 174.6022
43.16, 18.1114, 22.0116, 22.8373, 181.1946, 178.1355, 174.7720
43.17, 18.1114, 21.9919, 22.8964, 181.1946, 178.1487, 175.1271
43.17, 18.1114, 21.9723, 22.9088, 181.1946, 178.1617, 175.2015
43.18, 17.7218, 21.9528, 22.9193, 182.9022, 178.1747, 175.2649
43.18, 17.7218, 21.9314, 22.9359, 182.9022, 178.1962, 175.3649
43.19, 17.3310, 21.9101, 22.9051, 183.9178, 178.2175, 175.3429
43.20, 17.3310, 21.8870, 22.8733, 183.9178, 178.2438, 175.2907
43.20, 17.3734, 21.8640, 22.8462, 184.8929, 178.2700, 175.2462
43.21, 17.3734, 21.8414, 22.8061, 184.8929, 178.3008, 175.0473
43.21, 17.2572, 21.8188, 22.7771, 185.4030, 178.3316, 174.9028
43.22, 17.2572, 21.7958, 22.7657, 185.4030, 178.3647, 174.8462
43.22, 17.2572, 21.7729, 22.7811, 185.4030, 178.3977, 174.8246
43.23, 17.0649, 21.7501, 22.7928, 186.9244, 178.4305, 174.8451
43.23, 17.0649, 21.7265, 22.7820, 186.9244, 178.4707, 174.8917
43.24, 16.7353, 21.7030, 22.7729, 188.2541, 178.5107, 174.9314
43.24, 16.7353, 21.6779, 22.7584, 188.2541, 178.5572, 174.9940
43.25, 15.7499, 21.6530, 22.7198, 190.0847, 178.6034, 175.0291
43.26, 15.7499, 21.6233, 22.6917, 190.0847, 178.6585, 175.0381
43.26, 15.7499, 21.5938, 22.6678, 190.0847, 178.7134, 175.0458
43.27, 15.1630, 21.5644, 22.6300, 192.6918, 178.7680, 175.0579
43.27, 15.1630, 21.5322, 22.5889, 192.6918, 178.8353, 174.8530
43.28, 14.6424, 21.5001, 22.5728, 193.1924, 178.9023, 174.7727
43.28, 14.6424, 21.4657, 22.5665, 193.1924, 178.9714, 174.6259
43.29, 14.3670, 21.4314, 22.5526, 193.3184, 179.0402, 174.3033
43.29, 14.3670, 21.3959, 22.5492, 193.3184, 179.1092, 174.2259
43.30, 14.3355, 21.3606, 22.5464, 193.0560, 179.1780, 174.1600
43.30, 14.3355, 21.3253, 22.5803, 193.0560, 179.2450, 174.0778
43.31, 14.3355, 21.2902, 22.5753, 193.0560, 179.3118, 174.1143
43.32, 14.3355, 21.2552, 22.5597, 193.0560, 179.3782, 174.1728
43.32, 14.3355, 21.2204, 22.5464, 193.0560, 179.4443, 174.2227
43.33, 14.2616, 21.1858, 22.5255, 193.6453, 179.5100, 174.3014
43.33, 14.2616, 21.1510, 22.5103, 193.6453, 179.5784, 174.3585
43.34, 13.7255, 21.1164, 22.4555, 196.1864, 179.6464, 174.4431
43.34, 13.7255, 21.0793, 22.3453, 196.1864, 179.7267, 174.4988
43.35, 13.8844, 21.0424, 22.1030, 197.2385, 179.8067, 174.6213
43.35, 13.8844, 21.0064, 22.0449, 197.2385, 179.8914, 174.6507
43.36, 13.8844, 20.9706, 21.9954, 197.2385, 179.9758, 174.6757
43.37, 13.7493, 20.9350, 22.0301, 197.3220, 180.0598, 174.5077
43.37, 13.7493, 20.8990, 22.1063, 197.3220, 180.1437, 174.1387
43.38, 13.7493, 20.8630, 22.2326, 197.3220, 180.2272, 174.1153
43.38, 13.7493, 20.8273, 22.3402, 197.3220, 180.3103, 174.0952
43.39, 13.8037, 20.7917, 22.5099, 196.7139, 180.3930, 174.0637
43.39, 13.8037, 20.7566, 22.6332, 196.7139, 180.4723, 174.0408
43.40, 13.7643, 20.7217, 22.6801, 196.4505, 180.5511, 174.0717
43.40, 13.7643, 20.6868, 22.7200, 196.4505, 180.6283, 174.0981
43.41, 13.7643, 20.6520, 22.7734, 196.4505, 180.7050, 174.4382
43.41, 13.1270, 20.6174, 22.7862, 197.1283, 180.7814, 174.5198
43.42, 13.1270, 20.5798, 22.7971, 197.1283, 180.8607, 174.5893
43.43, 12.4059, 20.5423, 22.8404, 200.0330, 180.9397, 174.6915
43.43, 12.4059, 20.5015, 22.9356, 200.0330, 181.0328, 174.9159
43.44, 11.8892, 20.4609, 22.9584, 202.9683, 181.1254, 174.9697
43.44, 11.8892, 20.4179, 22.9779, 202.9683, 181.2322, 175.0156
43.45, 11.9241, 20.3751, 23.1373, 203.8973, 181.3384, 175.0031
43.45, 11.9241, 20.3327, 23.2531, 203.8973, 181.4488, 174.9941
43.46, 11.9241, 20.2905, 23.2926, 203.8973, 181.5586, 174.9284
43.46, 12.0945, 20.2485, 23.3262, 204.6981, 181.6678, 174.8724
43.47, 12.0945, 20.2076, 23.2476, 204.6981, 181.7805, 174.8906
43.47, 12.0945, 20.1669, 23.2287, 204.6981, 181.8926, 174.8949
43.48, 12.0945, 20.1264, 23.2126, 204.6981, 182.0042, 174.8986
43.49, 12.0945, 20.0861, 23.1325, 204.6981, 182.1152, 175.1401
43.49, 12.0945, 20.0460, 23.0743, 204.6981, 182.2257, 175.3154
43.50, 12.0945, 20.0061, 23.0515, 204.6981, 182.3356, 175.3841
43.50, 12.0945, 19.9664, 23.0320, 204.6981, 182.4449, 175.4426
43.51, 12.0945, 19.9269, 22.9207, 204.6981, 182.5537, 175.4836
43.51, 12.1975, 19.8876, 22.8939, 206.5329, 182.6620, 175.4934
43.52, 12.1975, 19.8490, 22.8238, 206.5329, 182.7789, 175.4840
43.52, 12.3233, 19.8106, 22.7641, 207.7016, 182.8952, 175.4760
43.53, 12.3233, 19.7730, 22.6329, 207.7016, 183.0167, 175.4585
43.54, 12.3940, 19.7356, 22.5615, 208.6062, 183.1376, 175.3478
43.54, 12.3940, 19.6987, 22.5006, 208.6062, 183.2625, 175.2535
43.55, 12.3940, 19.6621, 22.3854, 208.6062, 183.3867, 174.9813
43.55, 11.7752, 19.6256, 22.3017, 209.3309, 183.5103, 174.7837
43.56, 11.7752, 19.5862, 22.2689, 209.3309, 183.6369, 174.7063
43.56, 12.0222, 19.5470, 22.2410, 209.0371, 183.7628, 174.6403
43.57, 12.0222, 19.5092, 22.1996, 209.0371, 183.8867, 174.7059
43.57, 12.2256, 19.4716, 22.1696, 209.7992, 184.0099, 174.7536
43.58, 12.2256, 19.4353, 22.1519, 209.7992, 184.1364, 174.8300
43.58, 12.5043, 19.3991, 22.1368, 210.7975, 184.2622, 174.8951
43.59, 12.5043, 19.3645, 22.1037, 210.7975, 184.3923, 175.0380
43.60, 12.5043, 19.3300, 22.0958, 210.7975, 184.5218, 175.0723
43.60, 12.5752, 19.2957, 22.1053, 211.0439, 184.6507, 175.0306
43.61, 12.5752, 19.2620, 22.1203, 211.0439, 184.7801, 174.9647
43.61, 12.7186, 19.2284, 22.1312, 211.5329, 184.9089, 174.9168
43.62, 12.7186, 19.1957, 22.1162, 211.5329, 185.0395, 174.8448
43.62, 12.8393, 19.1631, 22.1034, 211.3807, 185.1694, 174.7835
43.63, 12.8393, 19.1314, 22.1162, 211.3807, 185.2979, 174.4785
43.63, 13.0812, 19.0998, 22.1255, 211.0801, 185.4258, 174.2570
43.64, 13.0812, 19.0695, 22.1557, 211.0801, 185.5515, 174.2279
43.64, 13.0812, 19.0394, 22.1815, 211.0801, 185.6766, 174.2030
43.65, 14.0033, 19.0095, 22.2381, 210.3037, 185.8011, 174.1485
43.66, 14.0033, 18.9843, 22.2517, 210.3037, 185.9211, 174.1354
43.66, 13.8520, 18.9592, 22.2692, 209.2150, 186.0405, 174.1701
43.67, 13.8520, 18.9335, 22.2968, 209.2150, 186.1539, 174.2249
43.67, 13.7075, 18.9079, 22.3169, 207.4962, 186.2667, 174.2646
43.68, 13.7075, 18.8817, 22.2730, 207.4962, 186.3703, 174.4178
43.68, 13.9588, 18.8557, 22.2355, 207.2377, 186.4735, 174.5482
43.69, 13.9588, 18.8311, 22.1491, 207.2377, 186.5748, 174.4857
43.69, 13.9588, 18.8065, 22.0863, 207.2377, 186.6756, 174.4403
43.70, 14.0258, 18.7821, 22.0617, 208.0925, 186.7759, 174.4225
43.70, 14.0258, 18.7582, 22.0408, 208.0925, 186.8800, 174.4074
43.71, 14.3705, 18.7343, 22.0100, 209.8859, 186.9836, 174.3931
43.72, 14.3705, 18.7124, 22.0026, 209.8859, 187.0956, 174.3897
43.72, 14.6312, 18.6905, 22.0569, 210.2125, 187.2070, 174.4607
43.73, 14.6312, 18.6700, 22.1427, 210.2125, 187.3195, 174.5728
43.73, 15.5043, 18.6496, 22.2050, 209.8585, 187.4315, 174.6542
43.74, 15.5043, 18.6337, 22.2161, 209.8585, 187.5411, 174.7335
43.74, 15.5043, 18.6179, 22.2255, 209.8585, 187.6502, 174.8010
43.75, 16.2184, 18.6021, 22.0843, 210.5694, 187.7587, 175.2089
43.75, 16.2184, 18.5900, 21.9818, 210.5694, 187.8702, 175.5050
43.76, 16.4624, 18.5780, 21.9416, 210.3074, 187.9812, 175.6211
43.76, 16.4624, 18.5672, 21.9073, 210.3074, 188.0903, 175.7200
43.77, 16.7070, 18.5565, 21.7978, 210.0494, 188.1988, 175.8115
43.78, 16.7070, 18.5470, 21.7715, 210.0494, 188.3056, 175.8335
43.78, 16.7070, 18.5376, 21.7491, 210.0494, 188.4118, 175.8522
43.79, 16.8295, 18.5283, 21.8028, 209.9218, 188.5174, 175.8666
43.79, 17.0381, 18.5196, 21.8157, 210.5638, 188.6219, 175.8701
43.80, 17.0381, 18.5120, 21.7942, 210.5638, 188.7291, 175.8109
43.81, 17.0381, 18.5044, 21.7758, 210.5638, 188.8358, 175.7605
43.81, 17.5440, 18.4969, 21.7355, 210.6025, 188.9419, 175.6497
43.82, 17.5440, 18.4919, 21.7258, 210.6025, 189.0477, 175.6231
43.82, 18.4555, 18.4869, 21.6554, 211.3302, 189.1529, 175.6597
43.83, 18.4555, 18.4865, 21.5813, 211.3302, 189.2613, 175.7365
43.83, 18.9616, 18.4862, 21.5591, 211.3558, 189.3691, 175.8087
43.84, 18.9616, 18.4883, 21.5503, 211.3558, 189.4765, 175.8370
43.84, 19.7096, 18.4905, 21.5429, 211.1375, 189.5833, 175.8611
43.85, 19.7096, 18.4963, 21.6257, 211.1375, 189.6886, 175.8950
43.85, 19.7096, 18.5021, 21.6455, 211.1375, 189.7933, 175.9031
43.86, 19.9520, 18.5079, 21.6669, 210.8976, 189.8975, 175.9071
43.87, 19.9520, 18.5149, 21.6851, 210.8976, 189.9999, 175.9105
43.87, 20.3115, 18.5219, 21.7251, 211.8588, 190.1019, 175.9179
43.88, 20.3115, 18.5306, 21.7347, 211.8588, 190.2081, 175.9197
43.88, 20.5618, 18.5392, 21.7370, 212.9238, 190.3138, 175.8665
43.89, 20.5618, 18.5491, 21.7391, 212.9238, 190.4243, 175.7914
43.89, 20.3587, 18.5589, 21.7393, 213.6732, 190.5343, 175.7445
43.90, 20.3587, 18.5677, 21.7394, 213.6732, 190.6474, 175.7261
43.90, 20.3587, 18.5764, 21.7395, 213.6732, 190.7600, 175.7104
43.91, 20.2399, 18.5851, 21.7479, 214.6163, 190.8720, 175.7334
43.91, 20.2399, 18.5931, 21.7512, 214.6163, 190.9881, 175.7477
43.92, 20.4412, 18.6011, 21.7259, 215.4810, 191.1037, 175.8028
43.93, 20.4412, 18.6100, 21.7043, 215.4810, 191.2230, 175.8497
43.93, 19.8354, 18.6189, 21.6569, 216.4763, 191.3417, 175.9528
43.94, 19.8354, 18.6248, 21.6455, 216.4763, 191.4648, 175.9775
43.94, 19.8354, 18.6306, 21.6048, 216.4763, 191.5872, 176.0178
43.95, 20.3409, 18.6364, 21.5612, 216.4272, 191.7091, 176.0814
43.95, 20.3409, 18.6447, 21.5472, 216.4272, 191.8301, 176.1276
43.96, 20.4548, 18.6529, 21.5417, 216.2915, 191.9505, 176.1457
43.96, 20.4548, 18.6617, 21.5370, 216.2915, 192.0696, 176.1611
43.97, 20.9284, 18.6704, 21.4970, 216.5568, 192.1881, 176.2786
43.97, 20.9284, 18.6814, 21.4403, 216.5568, 192.3073, 176.4434
43.98, 21.1243, 18.6924, 21.4181, 216.5990, 192.4260, 176.5079
43.99, 21.1243, 18.7043, 21.3992, 216.5990, 192.5442, 176.5630
43.99, 21.1243, 18.7162, 21.3194, 216.5990, 192.6619, 176.7716
44.00, 21.2896, 18.7280, 21.3003, 216.9490, 192.7790, 176.8216
44.00, 21.2896, 18.7405, 21.2987, 216.9490, 192.8972, 176.8155
44.01, 21.3727, 18.7530, 21.2963, 217.1228, 193.0149, 176.8057
44.01, 21.3727, 18.7658, 21.2946, 217.1228, 193.1328, 176.7987
44.02, 21.3518, 18.7786, 21.2939, 216.3331, 193.2502, 176.7959
44.02, 21.3518, 18.7912, 21.2933, 216.3331, 193.3630, 176.8690
44.03, 21.3518, 18.8038, 21.3294, 216.3331, 193.4753, 177.0095
44.03, 21.1425, 18.8163, 21.3871, 215.4950, 193.5869, 177.1329
44.04, 21.1425, 18.8276, 21.4097, 215.4950, 193.6939, 177.1813
44.05, 21.2146, 18.8390, 21.4290, 214.8794, 193.8003, 177.2225
44.05, 21.2146, 18.8506, 21.4491, 214.8794, 193.9031, 177.3278
44.06, 21.2146, 18.8621, 21.4404, 214.8794, 194.0054, 177.3622
44.06, 21.2146, 18.8736, 21.3664, 214.8794, 194.1072, 177.4151
44.07, 20.7978, 18.8851, 21.2496, 215.8894, 194.2085, 177.4986
44.07, 20.7978, 18.8944, 21.1648, 215.8894, 194.3143, 177.5593
44.08, 20.7978, 18.9037, 21.1315, 215.8894, 194.4196, 177.5830
44.09, 20.7646, 18.9129, 21.2082, 216.2014, 194.5244, 176.7632
44.09, 20.6716, 18.9219, 21.3767, 217.1409, 194.6302, 176.1401
44.10, 20.6716, 18.9304, 21.4171, 217.1409, 194.7401, 176.1696
44.10, 20.6716, 18.9389, 21.4515, 217.1409, 194.8495, 176.1948
44.11, 21.1777, 18.9473, 21.4660, 218.1868, 194.9584, 176.3810
44.11, 21.1777, 18.9582, 21.4424, 218.1868, 195.0719, 176.6410
44.12, 21.3250, 18.9690, 21.4332, 218.8383, 195.1848, 176.7429
44.12, 21.3250, 18.9805, 21.4076, 218.8383, 195.3005, 176.8016
44.13, 21.6738, 18.9920, 21.3672, 219.5103, 195.4155, 176.8943
44.13, 21.6738, 19.0052, 21.3378, 219.5103, 195.5334, 176.9616
44.14, 21.6738, 19.0182, 21.3263, 219.5103, 195.6506, 176.9880
44.15, 22.1559, 19.0313, 21.1082, 219.7255, 195.7673, 177.6186
44.15, 22.4833, 19.0466, 21.0292, 219.3109, 195.8845, 177.3889
44.16, 22.4833, 19.0635, 20.9983, 219.3109, 195.9990, 177.2988
44.16, 22.4833, 19.0804, 20.9719, 219.3109, 196.1129, 177.2221
44.17, 22.4431, 19.0971, 20.9643, 218.5462, 196.2262, 176.9575
44.17, 22.4431, 19.1136, 20.9878, 218.5462, 196.3352, 176.6432
44.18, 22.4431, 19.1299, 20.9970, 218.5462, 196.4436, 176.5200
44.19, 22.4431, 19.1462, 21.0048, 218.5462, 196.5515, 176.4150
44.19, 22.2223, 19.1625, 21.0087, 218.8176, 196.6589, 176.2050
44.20, 22.2223, 19.1775, 21.0015, 218.8176, 196.7671, 176.1673
44.20, 22.2223, 19.1924, 20.9954, 218.8176, 196.8747, 176.1351
44.21, 22.0472, 19.2073, 20.8350, 219.8653, 196.9818, 176.4460
44.21, 22.0472, 19.2213, 20.7186, 219.8653, 197.0936, 176.6717
44.22, 21.7224, 19.2351, 20.6730, 220.2898, 197.2048, 176.7602
44.22, 21.7224, 19.2473, 20.6577, 220.2898, 197.3176, 176.7705
44.23, 21.7224, 19.2594, 20.6337, 220.2898, 197.4298, 176.7868
44.23, 21.7224, 19.2715, 20.5724, 220.2898, 197.5414, 177.0479
44.24, 22.0472, 19.2835, 20.5484, 219.8653, 197.6525, 177.1503
44.25, 22.0472, 19.2970, 20.5279, 219.8653, 197.7610, 177.2375
44.25, 22.0472, 19.3105, 20.5229, 219.8653, 197.8688, 177.1910
44.26, 22.1559, 19.3239, 20.5461, 219.7255, 197.9762, 177.0341
44.26, 22.1559, 19.3378, 20.5659, 219.7255, 198.0823, 176.9004
44.27, 22.5112, 19.3516, 20.5397, 220.3743, 198.1879, 176.7167
44.27, 22.5112, 19.3672, 20.5206, 220.3743, 198.2962, 176.5834
44.28, 22.8713, 19.3826, 20.5131, 221.0108, 198.4039, 176.5311
44.28, 22.8713, 19.3998, 20.5067, 221.0108, 198.5143, 176.4866
44.29, 22.8713, 19.4169, 20.3049, 221.0108, 198.6241, 176.4464
44.29, 23.9490, 19.4339, 20.1967, 221.2475, 198.7334, 176.3872
44.30, 23.9490, 19.4562, 20.1543, 221.2475, 198.8433, 176.3639
44.31, 25.1642, 19.4783, 20.1182, 222.8916, 198.9527, 176.3441
44.31, 25.1642, 19.5065, 20.0373, 222.8916, 199.0697, 176.2828
44.32, 25.1642, 19.5345, 20.0170, 222.8916, 199.1861, 176.2573
44.32, 25.1642, 19.5623, 19.9997, 222.8916, 199.3020, 176.2355
44.33, 25.3719, 19.5900, 19.9560, 222.6183, 199.4173, 176.2011
44.33, 25.3719, 19.6186, 19.9242, 222.6183, 199.5306, 176.1762
44.34, 25.2902, 19.6471, 19.9117, 222.1931, 199.6434, 176.1664
44.34, 25.2902, 19.6750, 19.9011, 222.1931, 199.7534, 176.1580
44.35, 25.2902, 19.7028, 19.8543, 222.1931, 199.8630, 176.1011
44.35, 25.3028, 19.7304, 19.8312, 221.9126, 199.9720, 176.0706
44.36, 25.3028, 19.7580, 19.8221, 221.9126, 200.0790, 176.0587
44.37, 25.6196, 19.7854, 19.8144, 221.5127, 200.1855, 176.0485
44.37, 25.6196, 19.8142, 19.7620, 221.5127, 200.2895, 176.1194
44.38, 25.7671, 19.8430, 19.7277, 222.6346, 200.3929, 176.1934
44.38, 25.7671, 19.8723, 19.6984, 222.6346, 200.5015, 176.2565
44.39, 26.2301, 19.9014, 19.6523, 223.6147, 200.6095, 176.3561
44.39, 26.2301, 19.9328, 19.6720, 223.6147, 200.7218, 176.4313
44.40, 26.2301, 19.9639, 19.7043, 223.6147, 200.8336, 176.4622
44.40, 26.4211, 19.9949, 19.7317, 223.8913, 200.9448, 176.4885
44.41, 26.4211, 20.0268, 19.8302, 223.8913, 201.0569, 176.9276
44.42, 25.8512, 20.0584, 19.8539, 223.0540, 201.1683, 177.0329
44.42, 25.8512, 20.0871, 19.8740, 223.0540, 201.2751, 177.1227
44.43, 25.5695, 20.1156, 19.9030, 222.6265, 201.3813, 177.2569
44.43, 25.5695, 20.1425, 19.9312, 222.6265, 201.4849, 177.4570
44.44, 25.5695, 20.1694, 19.9162, 222.6265, 201.5879, 177.4471
44.44, 25.5695, 20.1961, 19.9035, 222.6265, 201.6904, 177.4387
44.45, 25.5695, 20.2226, 19.8833, 222.6265, 201.7924, 177.4253
44.45, 25.9455, 20.2491, 19.9013, 223.1951, 201.8939, 177.4793
44.46, 25.9455, 20.2772, 19.9233, 223.1951, 201.9978, 177.5297
44.46, 26.4211, 20.3053, 19.9420, 223.8913, 202.1011, 177.5726
44.47, 26.4211, 20.3355, 19.8730, 223.8913, 202.2073, 177.6267
44.48, 26.4211, 20.3656, 19.8229, 223.8913, 202.3131, 177.6659
44.48, 26.4211, 20.3956, 19.8032, 223.8913, 202.4183, 177.6813
44.49, 26.4211, 20.4254, 19.7569, 223.8913, 202.5230, 177.8142
44.49, 26.4211, 20.4551, 19.6063, 223.8913, 202.6271, 178.0840
44.50, 26.4211, 20.4846, 19.5403, 223.8913, 202.7307, 178.1352
44.50, 26.1350, 20.5139, 19.4841, 223.4755, 202.8339, 178.1788
44.51, 26.1350, 20.5417, 19.3953, 223.4755, 202.9344, 178.2476
44.51, 25.9455, 20.5694, 19.3308, 223.1951, 203.0344, 178.2976
44.52, 25.9455, 20.5960, 19.3100, 223.1951, 203.1325, 178.3453
44.53, 25.9455, 20.6224, 19.2923, 223.1951, 203.2302, 178.3859
44.53, 25.9455, 20.6487, 19.2396, 223.1951, 203.3273, 178.2638
44.54, 25.9455, 20.6749, 19.2014, 223.1951, 203.4240, 178.1751
44.54, 26.0325, 20.7009, 19.1864, 223.6114, 203.5202, 178.1403
44.55, 26.0325, 20.7273, 19.1544, 223.6114, 203.6179, 178.2053
44.55, 26.0084, 20.7535, 19.0841, 224.9916, 203.7152, 178.3482
44.56, 26.0084, 20.7794, 19.0672, 224.9916, 203.8189, 178.3825
44.56, 26.3034, 20.8053, 19.0528, 226.2206, 203.9221, 178.4117
44.57, 26.3034, 20.8324, 19.1589, 226.2206, 204.0308, 178.6085
44.57, 26.3034, 20.8595, 19.2359, 226.2206, 204.1391, 178.7513
44.58, 26.1081, 20.8864, 19.2986, 226.5053, 204.2468, 178.8635
44.59, 26.1081, 20.9122, 19.3521, 226.5053, 204.3553, 178.9591
44.59, 25.2159, 20.9378, 19.4364, 226.1317, 204.4634, 179.1100
44.60, 25.2159, 20.9589, 19.4977, 226.1317, 204.5690, 179.2196
44.60, 25.1165, 20.9799, 19.4433, 225.9950, 204.6741, 179.2152
44.61, 25.1165, 21.0003, 19.3969, 225.9950, 204.7780, 179.2115
44.61, 24.8228, 21.0206, 19.3333, 226.4342, 204.8814, 179.2414
44.62, 24.8228, 21.0393, 19.3180, 226.4342, 204.9864, 179.2486
44.62, 24.8228, 21.0579, 19.3050, 226.4342, 205.0909, 179.2547
44.63, 24.9364, 21.0764, 19.3831, 227.4215, 205.1949, 179.3548
44.63, 24.9364, 21.0954, 19.4398, 227.4215, 205.3033, 179.4274
44.64, 25.1475, 21.1143, 19.4620, 227.9701, 205.4112, 179.4633
44.64, 25.1475, 21.1342, 19.4809, 227.9701, 205.5213, 179.4939
44.65, 25.3531, 21.1540, 19.5108, 228.2326, 205.6308, 179.5421
44.66, 25.3531, 21.1747, 19.5325, 228.2326, 205.7410, 179.5772
44.66, 25.0451, 21.1953, 19.5942, 227.8379, 205.8508, 179.6781
44.67, 25.0451, 21.2142, 19.6469, 227.8379, 205.9580, 179.7642
44.67, 25.0451, 21.2331, 19.9607, 227.8379, 206.0646, 180.5900
44.68, 24.3341, 21.2518, 20.0361, 226.8929, 206.1708, 180.7882
44.68, 24.3341, 21.2669, 20.1002, 226.8929, 206.2716, 180.9571
44.69, 23.6376, 21.2820, 20.1467, 226.4997, 206.3720, 181.0620
44.69, 23.6376, 21.2935, 20.1805, 226.4997, 206.4699, 181.1381
44.70, 23.3383, 21.3049, 20.2026, 226.0736, 206.5674, 181.2227
44.71, 23.3383, 21.3148, 20.2215, 226.0736, 206.6622, 181.2948
44.71, 23.2403, 21.3246, 20.2512, 226.2263, 206.7565, 181.4085
44.72, 23.2403, 21.3339, 20.2728, 226.2263, 206.8512, 181.4911
44.72, 23.2403, 21.3432, 20.3715, 226.2263, 206.9453, 181.5886
44.73, 23.0451, 21.3524, 20.4555, 226.5339, 207.0390, 181.6716
44.73, 23.0451, 21.3606, 20.6403, 226.5339, 207.1338, 181.8540
44.74, 23.3467, 21.3687, 20.6846, 226.9597, 207.2281, 181.8978
44.74, 23.3467, 21.3783, 20.7224, 226.9597, 207.3240, 181.9869
44.75, 23.5404, 21.3879, 20.7546, 226.6522, 207.4194, 182.0628
44.75, 23.5404, 21.3984, 20.7986, 226.6522, 207.5129, 182.3286
44.76, 23.7334, 21.4088, 20.8151, 226.0555, 207.6059, 182.4116
44.77, 23.7334, 21.4201, 20.8291, 226.0555, 207.6954, 182.4824
44.77, 23.7334, 21.4314, 20.8513, 226.0555, 207.7845, 182.5940
44.78, 23.9319, 21.4426, 20.8674, 225.1738, 207.8731, 182.6751
44.78, 23.9319, 21.4548, 20.8707, 225.1738, 207.9569, 182.7749
