time, inclination mouse, inclination filtered, inclination sensor, orientation mouse, orientation filtered, orientation sensor
0.00, 6.0000, 5.9700, 5.6864, 10.0000, 9.9500, 7.3311
0.01, 6.0000, 5.9701, 5.8479, 10.0000, 9.9501, 8.6157
0.02, 6.0000, 5.9702, 5.8955, 10.0000, 9.9503, 8.9314
0.02, 6.0000, 5.9702, 5.9707, 10.0000, 9.9504, 9.4295
0.03, 6.0000, 5.9703, 6.0253, 10.0000, 9.9505, 9.7913
0.03, 6.0000, 5.9704, 6.0319, 10.0000, 9.9506, 10.1194
0.04, 6.0000, 5.9705, 6.0376, 10.0000, 9.9508, 10.3990
0.05, 6.0000, 5.9705, 6.0270, 10.0000, 9.9509, 9.3965
0.05, 6.0000, 5.9706, 6.0245, 10.0000, 9.9510, 9.1560
0.06, 6.0000, 5.9707, 6.0505, 10.0000, 9.9511, 9.2083
0.06, 6.0000, 5.9708, 6.0781, 10.0000, 9.9513, 8.9257
0.07, 6.0000, 5.9708, 6.0869, 10.0000, 9.9514, 8.4091
0.07, 6.0000, 5.9709, 6.1169, 10.0000, 9.9515, 8.7539
0.08, 6.0000, 5.9710, 6.1425, 10.0000, 9.9516, 9.0476
0.08, 6.0000, 5.9711, 6.2404, 10.0000, 9.9518, 9.5742
0.09, 6.0000, 5.9711, 6.3115, 10.0000, 9.9519, 9.9565
0.09, 6.0000, 5.9712, 6.3394, 10.0000, 9.9520, 10.1064
0.10, 6.0000, 5.9713, 6.3632, 10.0000, 9.9521, 10.2342
0.11, 6.0000, 5.9713, 6.4649, 10.0000, 9.9522, 10.9380
0.11, 6.0000, 5.9714, 6.4893, 10.0000, 9.9524, 11.1069
0.12, 6.0000, 5.9715, 6.5057, 10.0000, 9.9525, 11.0807
0.12, 6.0000, 5.9716, 6.5196, 10.0000, 9.9526, 11.0584
0.13, 6.0000, 5.9716, 6.4626, 10.0000, 9.9527, 10.7006
0.13, 6.0000, 5.9717, 6.4489, 10.0000, 9.9528, 10.6147
0.14, 6.0000, 5.9718, 6.4372, 10.0000, 9.9529, 10.5416
0.14, 6.0000, 5.9718, 6.3722, 10.0000, 9.9531, 10.2261
0.15, 6.0000, 5.9719, 6.3251, 10.0000, 9.9532, 9.9971
0.15, 6.0000, 5.9720, 6.3243, 10.0000, 9.9533, 9.9413
0.16, 6.0000, 5.9720, 6.3237, 10.0000, 9.9534, 9.8938
0.17, 6.0000, 5.9721, 6.3680, 10.0000, 9.9535, 10.2813
0.17, 6.0000, 5.9722, 6.3787, 10.0000, 9.9536, 10.3743
0.18, 6.0000, 5.9722, 6.3877, 10.0000, 9.9537, 10.4535
0.18, 6.0000, 5.9723, 6.3955, 10.0000, 9.9539, 10.5210
0.19, 6.0000, 5.9724, 6.4239, 10.0000, 9.9540, 11.1384
0.19, 6.0000, 5.9724, 6.4307, 10.0000, 9.9541, 11.2865
0.20, 6.0000, 5.9725, 6.4143, 10.0000, 9.9542, 11.5207
0.20, 6.0000, 5.9726, 6.3767, 10.0000, 9.9543, 11.7498
0.21, 6.0000, 5.9726, 6.3392, 10.0000, 9.9544, 11.7964
0.21, 6.0000, 5.9727, 6.3246, 10.0000, 9.9545, 11.8147
0.22, 6.0000, 5.9728, 6.3120, 10.0000, 9.9546, 11.8303
0.22, 6.0000, 5.9728, 6.3252, 10.0000, 9.9547, 11.6056
0.23, 6.0000, 5.9729, 6.3347, 10.0000, 9.9548, 11.4424
0.24, 6.0000, 5.9730, 6.3902, 10.0000, 9.9549, 11.1699
0.24, 6.0000, 5.9730, 6.4375, 10.0000, 9.9550, 10.9377
0.25, 6.0000, 5.9731, 6.6215, 10.0000, 9.9551, 10.9615
0.25, 6.0000, 5.9732, 6.6656, 10.0000, 9.9553, 10.9672
0.26, 6.0000, 5.9732, 6.7033, 10.0000, 9.9554, 10.9720
0.26, 6.0000, 5.9733, 6.7257, 10.0000, 9.9555, 11.0181
0.27, 6.0000, 5.9733, 6.7104, 10.0000, 9.9556, 11.0844
0.27, 6.0000, 5.9734, 6.7044, 10.0000, 9.9557, 11.1104
0.28, 6.0000, 5.9735, 6.6653, 10.0000, 9.9558, 11.5466
0.28, 6.0000, 5.9735, 6.6474, 10.0000, 9.9559, 12.4460
0.29, 6.0000, 5.9736, 6.6344, 10.0000, 9.9560, 13.0991
0.30, 6.0000, 5.9736, 6.6293, 10.0000, 9.9561, 13.3551
0.30, 6.0000, 5.9737, 6.6250, 10.0000, 9.9562, 13.5732
0.31, 6.0000, 5.9738, 6.7489, 10.0000, 9.9563, 14.1897
0.31, 6.0000, 5.9738, 6.7787, 10.0000, 9.9564, 14.3377
0.32, 6.0000, 5.9739, 6.8218, 10.0000, 9.9565, 14.1709
0.32, 6.0000, 5.9739, 6.8587, 10.0000, 9.9566, 13.4714
0.33, 6.0000, 5.9740, 6.8591, 10.0000, 9.9567, 12.5917
0.33, 6.0000, 5.9741, 6.8592, 10.0000, 9.9568, 12.2468
0.34, 6.0000, 5.9741, 6.8356, 10.0000, 9.9568, 12.0462
0.34, 6.0000, 5.9742, 6.7985, 10.0000, 9.9569, 11.7295
0.35, 6.0000, 5.9742, 6.7715, 10.0000, 9.9570, 11.4995
0.36, 6.0000, 5.9743, 6.7506, 10.0000, 9.9571, 11.1565
0.36, 6.0000, 5.9743, 6.7327, 10.0000, 9.9572, 10.8641
0.37, 6.0000, 5.9744, 6.7088, 10.0000, 9.9573, 11.3697
0.37, 6.0000, 5.9745, 6.7031, 10.0000, 9.9574, 11.4910
0.38, 6.0000, 5.9745, 6.7026, 10.0000, 9.9575, 11.5382
0.38, 6.0000, 5.9746, 6.7019, 10.0000, 9.9576, 11.6127
0.39, 6.0000, 5.9746, 6.7014, 10.0000, 9.9577, 11.6667
0.39, 6.0000, 5.9747, 6.7012, 10.0000, 9.9578, 11.6879
0.40, 6.0000, 5.9747, 6.6818, 10.0000, 9.9579, 11.5152
0.40, 6.0000, 5.9748, 6.6393, 10.0000, 9.9580, 11.3624
0.41, 6.0000, 5.9748, 6.5984, 10.0000, 9.9581, 11.3535
0.42, 6.0000, 5.9749, 6.5824, 10.0000, 9.9581, 11.3500
0.42, 6.0000, 5.9749, 6.5687, 10.0000, 9.9582, 11.3471
0.43, 6.0000, 5.9750, 6.4472, 10.0000, 9.9583, 9.7810
0.43, 6.0000, 5.9750, 6.4180, 10.0000, 9.9584, 9.4052
0.44, 6.0000, 5.9751, 6.4020, 10.0000, 9.9585, 9.5227
0.45, 6.0000, 5.9752, 6.3615, 10.0000, 9.9586, 9.3947
0.45, 6.0000, 5.9752, 6.3509, 10.0000, 9.9587, 9.3053
0.46, 6.0000, 5.9753, 6.3626, 10.0000, 9.9588, 9.6476
0.46, 6.0000, 5.9753, 6.3726, 10.0000, 9.9588, 9.9394
0.47, 6.0000, 5.9754, 6.3945, 10.0000, 9.9589, 10.5802
0.47, 6.0000, 5.9754, 6.3997, 10.0000, 9.9590, 10.7340
0.48, 6.0000, 5.9755, 6.3968, 10.0000, 9.9591, 10.8207
0.48, 6.0000, 5.9755, 6.3552, 10.0000, 9.9592, 10.8332
0.49, 6.0000, 5.9756, 6.2935, 10.0000, 9.9593, 10.7365
0.50, 6.0000, 5.9756, 6.2693, 10.0000, 9.9594, 10.6985
0.50, 6.0000, 5.9757, 6.2339, 10.0000, 9.9594, 10.6159
0.51, 6.0000, 5.9757, 6.1562, 10.0000, 9.9595, 10.4344
0.51, 6.0000, 5.9758, 6.1375, 10.0000, 9.9596, 10.3909
0.52, 6.0000, 5.9758, 6.1216, 10.0000, 9.9597, 10.3538
0.52, 6.0000, 5.9759, 6.1125, 10.0000, 9.9598, 10.4301
0.53, 6.0000, 5.9759, 6.1001, 10.0000, 9.9599, 10.1899
0.53, 6.0000, 5.9760, 6.0971, 10.0000, 9.9599, 10.1322
0.54, 6.0000, 5.9760, 6.0872, 10.0000, 9.9600, 10.6052
0.54, 6.0000, 5.9761, 6.0715, 10.0000, 9.9601, 11.3516
0.55, 6.0000, 5.9761, 6.0602, 10.0000, 9.9602, 11.8935
0.56, 6.0000, 5.9761, 6.0557, 10.0000, 9.9602, 12.1060
0.56, 6.0000, 5.9762, 6.0460, 10.0000, 9.9603, 11.7649
0.57, 6.0000, 5.9762, 6.0082, 10.0000, 9.9604, 11.5854
0.57, 6.0000, 5.9763, 5.9966, 10.0000, 9.9605, 11.6290
0.58, 6.0000, 5.9763, 5.9868, 10.0000, 9.9606, 11.6661
0.59, 6.0000, 5.9764, 5.9552, 10.0000, 9.9606, 10.8216
0.59, 6.0000, 5.9764, 5.9209, 10.0000, 9.9607, 10.4075
0.60, 6.0000, 5.9765, 5.9074, 10.0000, 9.9608, 10.2452
0.60, 6.0000, 5.9765, 5.8871, 10.0000, 9.9609, 9.9945
0.61, 6.0000, 5.9766, 5.8425, 10.0000, 9.9609, 9.4437
0.61, 6.0000, 5.9766, 5.8317, 10.0000, 9.9610, 9.3115
0.62, 6.0000, 5.9767, 5.8226, 10.0000, 9.9611, 9.1989
0.62, 6.0000, 5.9767, 5.8207, 10.0000, 9.9612, 9.5540
0.63, 6.0000, 5.9767, 5.8357, 10.0000, 9.9612, 10.4181
0.63, 6.0000, 5.9768, 5.8393, 10.0000, 9.9613, 10.6254
0.64, 6.0000, 5.9768, 5.8379, 10.0000, 9.9614, 10.7577
0.65, 6.0000, 5.9769, 5.8358, 10.0000, 9.9615, 10.9665
0.65, 6.0000, 5.9769, 5.8342, 10.0000, 9.9615, 11.1181
0.66, 6.0000, 5.9770, 5.8336, 10.0000, 9.9616, 11.1776
0.66, 6.0000, 5.9770, 5.8168, 10.0000, 9.9617, 10.7934
0.67, 6.0000, 5.9771, 5.7470, 10.0000, 9.9618, 10.0617
0.67, 6.0000, 5.9771, 5.7253, 10.0000, 9.9618, 9.9032
0.68, 6.0000, 5.9771, 5.6979, 10.0000, 9.9619, 9.6202
0.68, 6.0000, 5.9772, 5.6546, 10.0000, 9.9620, 9.1737
0.69, 6.0000, 5.9772, 5.6232, 10.0000, 9.9620, 8.8494
0.70, 6.0000, 5.9773, 5.6109, 10.0000, 9.9621, 8.7223
0.70, 6.0000, 5.9773, 5.6182, 10.0000, 9.9622, 9.0651
0.71, 6.0000, 5.9773, 5.6519, 10.0000, 9.9622, 9.7531
0.71, 6.0000, 5.9774, 5.6708, 10.0000, 9.9623, 9.8783
0.72, 6.0000, 5.9774, 5.6870, 10.0000, 9.9624, 9.9851
0.72, 6.0000, 5.9775, 5.6948, 10.0000, 9.9624, 10.5404
0.73, 6.0000, 5.9775, 5.7120, 10.0000, 9.9625, 11.7605
0.73, 6.0000, 5.9776, 5.7162, 10.0000, 9.9626, 12.0532
0.74, 6.0000, 5.9776, 5.7197, 10.0000, 9.9627, 12.3027
0.74, 6.0000, 5.9776, 5.6760, 10.0000, 9.9627, 12.1157
0.75, 6.0000, 5.9777, 5.7428, 10.0000, 9.9628, 11.8649
0.76, 6.0000, 5.9777, 5.7690, 10.0000, 9.9629, 11.7665
0.76, 6.0000, 5.9777, 5.8002, 10.0000, 9.9629, 11.3795
0.77, 6.0000, 5.9778, 5.8702, 10.0000, 9.9630, 10.5043
0.77, 6.0000, 5.9778, 5.8880, 10.0000, 9.9630, 10.2788
0.78, 6.0000, 5.9779, 5.9031, 10.0000, 9.9631, 10.0867
0.78, 6.0000, 5.9779, 5.9159, 10.0000, 9.9632, 9.9230
0.79, 6.0000, 5.9779, 5.9279, 10.0000, 9.9632, 9.8045
0.79, 6.0000, 5.9780, 5.9208, 10.0000, 9.9633, 9.9237
0.80, 6.0000, 5.9780, 5.9148, 10.0000, 9.9634, 10.0252
0.80, 6.0000, 5.9781, 5.8806, 10.0000, 9.9634, 10.2347
0.81, 6.0000, 5.9781, 5.8647, 10.0000, 9.9635, 10.6116
0.82, 6.0000, 5.9781, 5.8625, 10.0000, 9.9636, 10.8628
0.82, 6.0000, 5.9782, 5.8606, 10.0000, 9.9636, 11.0768
0.83, 6.0000, 5.9782, 5.8655, 10.0000, 9.9637, 11.4657
0.83, 6.0000, 5.9782, 5.8720, 10.0000, 9.9637, 11.5092
0.84, 6.0000, 5.9783, 5.8777, 10.0000, 9.9638, 11.5463
0.84, 6.0000, 5.9783, 5.8543, 10.0000, 9.9639, 11.3250
0.85, 6.0000, 5.9784, 5.7854, 10.0000, 9.9639, 10.8773
0.85, 6.0000, 5.9784, 5.7580, 10.0000, 9.9640, 10.7934
0.86, 6.0000, 5.9784, 5.7346, 10.0000, 9.9640, 10.7219
0.86, 6.0000, 5.9785, 5.6977, 10.0000, 9.9641, 10.6091
0.87, 6.0000, 5.9785, 5.6769, 10.0000, 9.9642, 10.5360
0.88, 6.0000, 5.9785, 5.6714, 10.0000, 9.9642, 10.5115
0.88, 6.0000, 5.9786, 5.6668, 10.0000, 9.9643, 10.4905
0.89, 6.0000, 5.9786, 5.6923, 10.0000, 9.9643, 10.5370
0.89, 6.0000, 5.9786, 5.7109, 10.0000, 9.9644, 10.5707
0.90, 6.0000, 5.9787, 5.7181, 10.0000, 9.9645, 10.5839
0.90, 6.0000, 5.9787, 5.7214, 10.0000, 9.9645, 10.6011
0.91, 6.0000, 5.9787, 5.6974, 10.0000, 9.9646, 10.5767
0.91, 6.0000, 5.9788, 5.6726, 10.0000, 9.9646, 10.5328
0.92, 6.0000, 5.9788, 5.6515, 10.0000, 9.9647, 10.4954
0.92, 6.0000, 5.9788, 5.5799, 10.0000, 9.9647, 10.6446
0.93, 6.0000, 5.9789, 5.5279, 10.0000, 9.9648, 10.7529
0.94, 6.0000, 5.9789, 5.5075, 10.0000, 9.9649, 10.7954
0.94, 6.0000, 5.9789, 5.4931, 10.0000, 9.9649, 10.6955
0.95, 6.0000, 5.9790, 5.4703, 10.0000, 9.9650, 10.5204
0.95, 6.0000, 5.9790, 5.4702, 10.0000, 9.9650, 10.5056
0.96, 6.0000, 5.9790, 5.4702, 10.0000, 9.9651, 10.4929
0.96, 6.0000, 5.9791, 5.4729, 10.0000, 9.9651, 10.4099
0.97, 6.0000, 5.9791, 5.4748, 10.0000, 9.9652, 10.3497
0.98, 6.0000, 5.9791, 5.4593, 10.0000, 9.9652, 10.3364
0.98, 6.0000, 5.9792, 5.4461, 10.0000, 9.9653, 10.3251
0.99, 6.0000, 5.9792, 5.4253, 10.0000, 9.9653, 10.3073
0.99, 6.0000, 5.9792, 5.4101, 10.0000, 9.9654, 10.2943
1.00, 6.0000, 5.9793, 5.3909, 10.0000, 9.9655, 10.1976
1.00, 6.0000, 5.9793, 5.4366, 10.0000, 9.9655, 10.2541
1.01, 6.0000, 5.9793, 5.5370, 10.0000, 9.9656, 10.3784
1.01, 6.0000, 5.9794, 5.6173, 10.0000, 9.9656, 10.5753
1.02, 6.0000, 5.9794, 5.6858, 10.0000, 9.9657, 10.7431
1.03, 6.0000, 5.9794, 5.8540, 10.0000, 9.9657, 10.6793
1.03, 6.0000, 5.9795, 5.9762, 10.0000, 9.9658, 10.6329
1.04, 6.0000, 5.9795, 6.0241, 10.0000, 9.9658, 10.6147
1.04, 6.0000, 5.9795, 6.0649, 10.0000, 9.9659, 10.5992
1.05, 6.0000, 5.9796, 6.1539, 10.0000, 9.9659, 11.1226
1.05, 6.0000, 5.9796, 6.2186, 10.0000, 9.9660, 11.5027
1.06, 6.0000, 5.9796, 6.2765, 10.0000, 9.9660, 11.5008
1.06, 6.0000, 5.9796, 6.3258, 10.0000, 9.9661, 11.4992
1.07, 6.0000, 5.9797, 6.4342, 10.0000, 9.9661, 11.4957
1.07, 6.0000, 5.9797, 6.4838, 10.0000, 9.9662, 11.6413
1.08, 6.0000, 5.9797, 6.5262, 10.0000, 9.9662, 11.7653
1.09, 6.0000, 5.9798, 6.6149, 10.0000, 9.9663, 11.8625
1.09, 6.0000, 5.9798, 6.6793, 10.0000, 9.9663, 11.9330
1.10, 6.0000, 5.9798, 6.6957, 10.0000, 9.9664, 12.0760
1.10, 6.0000, 5.9798, 6.7096, 10.0000, 9.9664, 12.1979
1.11, 6.0000, 5.9799, 6.7316, 10.0000, 9.9665, 12.3902
1.11, 6.0000, 5.9799, 6.7476, 10.0000, 9.9665, 12.5299
1.12, 6.0000, 5.9799, 6.7258, 10.0000, 9.9666, 12.4116
1.12, 6.0000, 5.9800, 6.7072, 10.0000, 9.9666, 12.3108
1.13, 6.0000, 5.9800, 6.7159, 10.0000, 9.9666, 12.2952
1.13, 6.0000, 5.9800, 6.7180, 10.0000, 9.9667, 12.2915
1.14, 6.0000, 5.9800, 6.6857, 10.0000, 9.9667, 11.8653
1.14, 6.0000, 5.9801, 6.6583, 10.0000, 9.9668, 11.5022
1.15, 6.0000, 5.9801, 6.5979, 10.0000, 9.9668, 10.7044
1.16, 6.0000, 5.9801, 6.5657, 10.0000, 9.9669, 10.6446
1.16, 6.0000, 5.9802, 6.5382, 10.0000, 9.9669, 10.5936
1.17, 6.0000, 5.9802, 6.4456, 10.0000, 9.9670, 10.4611
1.17, 6.0000, 5.9802, 6.3783, 10.0000, 9.9670, 10.3650
1.18, 6.0000, 5.9802, 6.3475, 10.0000, 9.9671, 10.4752
1.18, 6.0000, 5.9803, 6.3212, 10.0000, 9.9671, 10.5690
1.19, 6.0000, 5.9803, 6.2636, 10.0000, 9.9672, 10.7753
1.19, 6.0000, 5.9803, 6.2497, 10.0000, 9.9672, 10.8248
1.20, 6.0000, 5.9803, 6.2409, 10.0000, 9.9672, 10.7975
1.20, 6.0000, 5.9804, 6.2334, 10.0000, 9.9673, 10.7742
1.21, 6.0000, 5.9804, 6.2054, 10.0000, 9.9673, 10.3951
1.22, 6.0000, 5.9804, 6.1795, 10.0000, 9.9674, 10.3470
1.22, 6.0000, 5.9804, 6.1573, 10.0000, 9.9674, 10.3060
1.23, 6.0000, 5.9805, 6.1225, 10.0000, 9.9675, 9.8853
1.23, 6.0000, 5.9805, 6.0971, 10.0000, 9.9675, 9.5798
1.24, 6.0000, 5.9805, 6.0872, 10.0000, 9.9675, 9.4600
1.24, 6.0000, 5.9805, 6.0787, 10.0000, 9.9676, 9.3580
1.25, 6.0000, 5.9806, 6.0830, 10.0000, 9.9676, 9.7667
1.25, 6.0000, 5.9806, 6.0841, 10.0000, 9.9677, 9.8648
1.26, 6.0000, 5.9806, 6.0687, 10.0000, 9.9677, 9.5151
1.27, 6.0000, 5.9806, 6.0444, 10.0000, 9.9677, 8.9631
1.27, 6.0000, 5.9807, 6.0267, 10.0000, 9.9678, 8.5623
1.28, 6.0000, 5.9807, 6.0095, 10.0000, 9.9678, 8.9051
1.28, 6.0000, 5.9807, 5.9948, 10.0000, 9.9679, 9.1972
1.29, 6.0000, 5.9807, 5.9586, 10.0000, 9.9679, 8.7140
1.29, 6.0000, 5.9808, 5.9500, 10.0000, 9.9680, 8.5980
1.30, 6.0000, 5.9808, 5.9588, 10.0000, 9.9680, 8.7167
1.30, 6.0000, 5.9808, 5.9664, 10.0000, 9.9680, 8.8177
1.31, 6.0000, 5.9808, 5.9182, 10.0000, 9.9681, 7.3467
1.32, 6.0000, 5.9809, 5.9066, 10.0000, 9.9681, 6.9937
1.32, 6.0000, 5.9809, 5.8835, 10.0000, 9.9682, 6.7861
1.33, 6.0000, 5.9809, 5.8218, 10.0000, 9.9682, 6.1715
1.33, 6.0000, 5.9809, 5.7555, 10.0000, 9.9682, 5.4808
1.34, 6.0000, 5.9810, 5.7296, 10.0000, 9.9683, 5.2100
1.34, 6.0000, 5.9810, 5.7075, 10.0000, 9.9683, 4.9793
1.35, 6.0000, 5.9810, 5.6725, 10.0000, 9.9683, 5.1247
1.35, 6.0000, 5.9810, 5.6472, 10.0000, 9.9684, 5.2302
1.36, 6.0000, 5.9811, 5.6713, 10.0000, 9.9684, 5.3825
1.36, 6.0000, 5.9811, 5.6918, 10.0000, 9.9685, 5.5123
1.37, 6.0000, 5.9811, 5.8246, 10.0000, 9.9685, 6.4685
1.38, 6.0000, 5.9811, 5.8564, 10.0000, 9.9685, 6.6980
1.38, 6.0000, 5.9811, 5.8717, 10.0000, 9.9686, 7.0562
1.39, 6.0000, 5.9812, 5.8959, 10.0000, 9.9686, 7.6215
1.39, 6.0000, 5.9812, 5.9135, 10.0000, 9.9686, 8.0320
1.40, 6.0000, 5.9812, 5.9204, 10.0000, 9.9687, 8.1929
1.40, 6.0000, 5.9812, 5.9040, 10.0000, 9.9687, 8.3108
1.41, 6.0000, 5.9813, 5.8509, 10.0000, 9.9688, 8.2695
1.41, 6.0000, 5.9813, 5.8123, 10.0000, 9.9688, 8.2395
1.42, 6.0000, 5.9813, 5.8075, 10.0000, 9.9688, 8.1316
1.42, 6.0000, 5.9813, 5.8034, 10.0000, 9.9689, 8.0397
1.43, 6.0000, 5.9813, 5.8555, 10.0000, 9.9689, 8.1542
1.44, 6.0000, 5.9814, 5.8680, 10.0000, 9.9689, 8.1817
1.44, 6.0000, 5.9814, 5.8949, 10.0000, 9.9690, 8.1962
1.45, 6.0000, 5.9814, 5.9374, 10.0000, 9.9690, 8.2192
1.45, 6.0000, 5.9814, 5.9682, 10.0000, 9.9690, 8.2358
1.46, 6.0000, 5.9814, 5.9803, 10.0000, 9.9691, 8.2424
1.46, 6.0000, 5.9815, 5.9773, 10.0000, 9.9691, 8.7685
1.47, 6.0000, 5.9815, 5.9608, 10.0000, 9.9691, 9.2647
1.47, 6.0000, 5.9815, 5.9386, 10.0000, 9.9692, 9.3401
1.48, 6.0000, 5.9815, 5.9374, 10.0000, 9.9692, 9.5338
1.48, 6.0000, 5.9815, 5.9363, 10.0000, 9.9692, 9.6989
1.49, 6.0000, 5.9816, 5.9339, 10.0000, 9.9693, 10.0616
1.50, 6.0000, 5.9816, 5.9333, 10.0000, 9.9693, 10.1486
1.50, 6.0000, 5.9816, 5.9373, 10.0000, 9.9693, 9.7924
1.51, 6.0000, 5.9816, 5.9435, 10.0000, 9.9694, 9.3056
1.51, 6.0000, 5.9816, 5.9480, 10.0000, 9.9694, 9.0164
1.52, 6.0000, 5.9817, 5.9498, 10.0000, 9.9694, 8.9031
1.52, 6.0000, 5.9817, 5.8921, 10.0000, 9.9695, 8.7414
1.53, 6.0000, 5.9817, 5.7701, 10.0000, 9.9695, 8.5262
1.53, 6.0000, 5.9817, 5.6550, 10.0000, 9.9695, 8.4040
1.54, 6.0000, 5.9817, 5.6099, 10.0000, 9.9696, 8.3561
1.54, 6.0000, 5.9818, 5.5715, 10.0000, 9.9696, 8.3152
1.55, 6.0000, 5.9818, 5.4985, 10.0000, 9.9696, 8.6869
1.56, 6.0000, 5.9818, 5.4809, 10.0000, 9.9697, 8.7761
1.56, 6.0000, 5.9818, 5.5178, 10.0000, 9.9697, 8.5874
1.57, 6.0000, 5.9818, 5.5492, 10.0000, 9.9697, 8.4266
1.57, 6.0000, 5.9819, 5.5419, 10.0000, 9.9698, 8.3821
1.58, 6.0000, 5.9819, 5.5401, 10.0000, 9.9698, 8.3714
1.58, 6.0000, 5.9819, 5.4898, 10.0000, 9.9698, 7.9586
1.59, 6.0000, 5.9819, 5.3912, 10.0000, 9.9699, 7.5984
1.59, 6.0000, 5.9819, 5.3032, 10.0000, 9.9699, 7.5851
1.60, 6.0000, 5.9820, 5.2687, 10.0000, 9.9699, 7.5799
1.60, 6.0000, 5.9820, 5.2393, 10.0000, 9.9700, 7.5755
1.61, 6.0000, 5.9820, 5.1862, 10.0000, 9.9700, 7.3828
1.61, 6.0000, 5.9820, 5.1735, 10.0000, 9.9700, 7.3365
1.62, 6.0000, 5.9820, 5.1715, 10.0000, 9.9700, 7.7216
1.63, 6.0000, 5.9820, 5.1698, 10.0000, 9.9701, 8.0497
1.63, 6.0000, 5.9821, 5.1775, 10.0000, 9.9701, 9.1175
1.64, 6.0000, 5.9821, 5.1793, 10.0000, 9.9701, 9.3737
1.64, 6.0000, 5.9821, 5.1809, 10.0000, 9.9702, 9.5921
1.65, 6.0000, 5.9821, 5.1908, 10.0000, 9.9702, 10.3448
1.65, 6.0000, 5.9821, 5.2043, 10.0000, 9.9702, 11.2393
1.66, 6.0000, 5.9821, 5.2096, 10.0000, 9.9702, 11.5899
1.66, 6.0000, 5.9822, 5.2141, 10.0000, 9.9703, 11.8961
1.67, 6.0000, 5.9822, 5.2431, 10.0000, 9.9703, 12.6673
1.67, 6.0000, 5.9822, 5.2530, 10.0000, 9.9703, 12.8673
1.68, 6.0000, 5.9822, 5.2614, 10.0000, 9.9704, 13.0378
1.69, 6.0000, 5.9822, 5.2686, 10.0000, 9.9704, 13.1831
1.69, 6.0000, 5.9823, 5.3569, 10.0000, 9.9704, 12.6138
1.70, 6.0000, 5.9823, 5.3780, 10.0000, 9.9704, 12.4771
1.70, 6.0000, 5.9823, 5.4153, 10.0000, 9.9705, 12.6550
1.71, 6.0000, 5.9823, 5.4741, 10.0000, 9.9705, 12.9358
1.71, 6.0000, 5.9823, 5.5168, 10.0000, 9.9705, 13.1397
1.72, 6.0000, 5.9823, 5.5335, 10.0000, 9.9706, 13.2196
1.72, 6.0000, 5.9824, 5.5493, 10.0000, 9.9706, 13.2152
1.73, 6.0000, 5.9824, 5.5565, 10.0000, 9.9706, 13.4850
1.73, 6.0000, 5.9824, 5.5540, 10.0000, 9.9706, 13.5922
1.74, 6.0000, 5.9824, 5.5520, 10.0000, 9.9707, 13.6836
1.75, 6.0000, 5.9824, 5.5561, 10.0000, 9.9707, 13.5204
1.75, 6.0000, 5.9824, 5.5652, 10.0000, 9.9707, 13.1618
1.76, 6.0000, 5.9824, 5.5674, 10.0000, 9.9707, 13.0757
1.76, 6.0000, 5.9825, 5.5944, 10.0000, 9.9708, 13.0468
1.77, 6.0000, 5.9825, 5.6385, 10.0000, 9.9708, 12.9686
1.77, 6.0000, 5.9825, 5.6718, 10.0000, 9.9708, 12.8840
1.78, 6.0000, 5.9825, 5.6848, 10.0000, 9.9708, 12.8509
1.78, 6.0000, 5.9825, 5.7004, 10.0000, 9.9709, 12.8951
1.79, 6.0000, 5.9825, 5.7811, 10.0000, 9.9709, 13.0909
1.80, 6.0000, 5.9826, 5.8076, 10.0000, 9.9709, 13.1529
1.80, 6.0000, 5.9826, 5.8301, 10.0000, 9.9710, 13.2057
1.81, 6.0000, 5.9826, 5.8908, 10.0000, 9.9710, 13.2846
1.81, 6.0000, 5.9826, 5.9564, 10.0000, 9.9710, 13.3382
1.82, 6.0000, 5.9826, 5.9820, 10.0000, 9.9710, 13.3591
1.82, 6.0000, 5.9826, 6.0113, 10.0000, 9.9711, 13.1552
1.83, 6.0000, 5.9826, 6.0839, 10.0000, 9.9711, 13.1481
1.83, 6.0000, 5.9827, 6.1025, 10.0000, 9.9711, 13.2134
1.84, 6.0000, 5.9827, 6.1184, 10.0000, 9.9711, 13.2691
1.85, 6.0000, 5.9827, 6.1320, 10.0000, 9.9712, 13.3166
1.85, 6.0000, 5.9827, 6.1562, 10.0000, 9.9712, 13.2620
1.86, 6.0000, 5.9827, 6.1612, 10.0000, 9.9712, 13.2247
1.86, 6.0000, 5.9827, 6.1773, 10.0000, 9.9712, 13.1619
1.87, 6.0000, 5.9827, 6.2116, 10.0000, 9.9712, 13.1855
1.87, 6.0000, 5.9828, 6.2440, 10.0000, 9.9713, 13.3073
1.88, 6.0000, 5.9828, 6.2567, 10.0000, 9.9713, 13.3550
1.88, 6.0000, 5.9828, 6.2676, 10.0000, 9.9713, 13.3957
1.89, 6.0000, 5.9828, 6.3002, 10.0000, 9.9713, 12.9334
1.90, 6.0000, 5.9828, 6.3135, 10.0000, 9.9714, 12.4847
1.90, 6.0000, 5.9828, 6.3248, 10.0000, 9.9714, 12.1024
1.91, 6.0000, 5.9828, 6.3152, 10.0000, 9.9714, 11.8507
1.91, 6.0000, 5.9829, 6.2646, 10.0000, 9.9714, 11.4277
